ID,City,Area,Name,Cuisine,Category,Meal Tags,Breakfast,Lunch,Dinner,Cafe/Dessert,Michelin,Tabelog Research,GF Confidence,Lactose-Free Confidence,Price,Reservation,Must Order / Experience,Notes,Priority,Status,Favorite,Reservation Status,Opening Hours Check,Open Early,Google Maps Link,Tabelog Link,Michelin Source,Official / Booking Link,Last Checked,Dietary Note
TO-042,Tokyo,Tokyo Station,Eric South Yaesu,South Indian,South Indian,"Lunch,Dinner",No,Yes,Yes,No,Bib Gourmand / MICHELIN Guide,Tabelog popular,Many rice-based dishes; verify kitchen,Often lactose-free choices; ask about ghee/yogurt,¥¥,Queue,Meals / curry set,Potentially strong casual option if ghee and cross-contact are clarified.,Top pick,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Eric+South+Yaesu+Tokyo+Japan,https://tabelog.com/en/rstLst/?sk=Eric+South+Yaesu,https://guide.michelin.com/us/en/tokyo-region/tokyo/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-043,Kyoto,Nanzenji,Hyotei,Kaiseki,Kaiseki / Breakfast,"Breakfast,Lunch,Dinner",Yes,Yes,Yes,No,3★ / MICHELIN Guide,Tabelog highly rated,Confirm before booking,Confirm before booking,¥¥¥¥,Required,Traditional breakfast or kaiseki,Historic choice; breakfast is especially distinctive.,Bucket list,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Hyotei+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Hyotei,https://guide.michelin.com/us/en/kyoto-region/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-044,Kyoto,Higashiyama,Kikunoi Honten,Kaiseki,Kaiseki,"Lunch,Dinner",No,Yes,Yes,No,3★ / MICHELIN Guide,Tabelog highly rated,Confirm before booking,Confirm before booking,¥¥¥¥,Required,Kaiseki,Dietary changes must be arranged before booking.,Bucket list,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Kikunoi+Honten+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Kikunoi+Honten,https://guide.michelin.com/us/en/kyoto-region/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-045,Kyoto,Gion,Gion Sasaki,Japanese,Japanese,Dinner,No,No,Yes,No,3★ / MICHELIN Guide,Tabelog highly rated,Confirm before booking,Confirm before booking,¥¥¥¥,Required,Chef's menu,High-energy counter experience.,Bucket list,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Gion+Sasaki+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Gion+Sasaki,https://guide.michelin.com/us/en/kyoto-region/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-046,Kyoto,Nakagyo,Jiki Miyazawa,Kaiseki,Kaiseki,"Lunch,Dinner",No,Yes,Yes,No,1★ / MICHELIN Guide,Tabelog highly rated,Good candidate with advance confirmation,Good candidate with advance confirmation,¥¥¥¥,Required,Seasonal kaiseki,One of the strongest first kaiseki candidates.,Top pick,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Jiki+Miyazawa+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Jiki+Miyazawa,https://guide.michelin.com/us/en/kyoto-region/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-047,Kyoto,Gion,Gion Maruyama,Kaiseki,Kaiseki,"Lunch,Dinner",No,Yes,Yes,No,2★ / MICHELIN Guide,Tabelog highly rated,Confirm before booking,Confirm before booking,¥¥¥¥,Required,Kaiseki,Traditional setting and seasonal menu.,Top pick,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Gion+Maruyama+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Gion+Maruyama,https://guide.michelin.com/us/en/kyoto-region/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-048,Kyoto,Karasuma,Kiyama,Japanese,Japanese,"Lunch,Dinner",No,Yes,Yes,No,1★ / MICHELIN Guide,Tabelog highly rated,Confirm before booking,Likely adaptable; confirm,¥¥¥¥,Required,Dashi-focused menu,Ask specifically about soy sauce and dairy.,Top pick,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Kiyama+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Kiyama,https://guide.michelin.com/us/en/kyoto-region/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-049,Kyoto,Gion,Kenninji Gion Maruyama,Kaiseki,Kaiseki,"Lunch,Dinner",No,Yes,Yes,No,MICHELIN Guide,Tabelog highly rated,Confirm before booking,Confirm before booking,¥¥¥¥,Required,Kaiseki,Formal option.,Consider,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Kenninji+Gion+Maruyama+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Kenninji+Gion+Maruyama,https://guide.michelin.com/us/en/kyoto-region/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-050,Kyoto,Shimogyo,Honke Tankuma Honten,Kaiseki,Kaiseki / Breakfast,"Breakfast,Lunch,Dinner",Yes,Yes,Yes,No,MICHELIN Guide selection,Tabelog classic,Advance dietary request,Advance dietary request,¥¥¥¥,Required,Kyoto-style breakfast / kaiseki,Hotel/concierge booking may help.,Top pick,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Honke+Tankuma+Honten+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Honke+Tankuma+Honten,https://guide.michelin.com/us/en/kyoto-region/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-051,Kyoto,Gion,Mizai,Kaiseki,Kaiseki,Dinner,No,No,Yes,No,3★ / MICHELIN Guide,Tabelog highly rated,Restrictions may be difficult; confirm,Restrictions may be difficult; confirm,¥¥¥¥,Required,Seasonal tasting,Extremely difficult reservation.,Bucket list,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Mizai+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Mizai,https://guide.michelin.com/us/en/kyoto-region/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-052,Kyoto,Sakyo,Miyamaso,Kaiseki,Kaiseki,"Lunch,Dinner",No,Yes,Yes,No,2★ / MICHELIN Guide,Tabelog highly rated,Confirm before booking,Confirm before booking,¥¥¥¥,Required,Mountain cuisine,Remote destination meal.,Bucket list,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Miyamaso+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Miyamaso,https://guide.michelin.com/us/en/kyoto-region/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-053,Kyoto,Gion,Ogata,Japanese,Japanese,Dinner,No,No,Yes,No,2★ / MICHELIN Guide,Tabelog highly rated,Confirm before booking,Confirm before booking,¥¥¥¥,Required,Seasonal Japanese menu,Very difficult reservation.,Bucket list,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Ogata+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Ogata,https://guide.michelin.com/us/en/kyoto-region/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-054,Kyoto,Kyoto Station,KOKORO Kitchen Kyoto,Cafe / Healthy,GF Specialist,"Breakfast,Lunch,Cafe",Yes,Yes,No,Yes,—,Tabelog lists GF options,GF options listed; verify current menu,Lactose-free/vegan options likely; verify,¥¥,Recommended,Breakfast / healthy bowls,Strong practical breakfast/lunch candidate.,Top pick,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=KOKORO+Kitchen+Kyoto+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=KOKORO+Kitchen+Kyoto,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-055,Kyoto,Sanjo,CHOICE,Vegan / Gluten-free cafe,GF Specialist,"Breakfast,Lunch,Cafe,Dessert",Yes,Yes,No,Yes,—,Tabelog GF candidate,GF-focused; verify current menu,Vegan menu is lactose-free,¥¥,No/varies,Vegan cheese / sweets,Useful dietary anchor.,Top pick,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=CHOICE+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=CHOICE,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-056,Kyoto,Nishiki,Tosca,Gluten-free Italian,GF Specialist,"Lunch,Dinner",No,Yes,Yes,No,—,Tabelog GF candidate,GF-focused; verify current status,Confirm sauces/cheese-free preparation,¥¥,Recommended,Gluten-free pasta/pizza,Check current operating status and menu.,Top pick,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Tosca+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Tosca,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-057,Kyoto,Higashiyama,Waco Crepes,Gluten-free crepes,GF Specialist,"Breakfast,Lunch,Cafe,Dessert",Yes,Yes,No,Yes,—,Tabelog GF candidate,GF-focused rice-flour crepes,Ask for dairy-free fillings,¥,No,Rice-flour crepe,Good snack/breakfast candidate.,Top pick,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Waco+Crepes+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Waco+Crepes,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-058,Kyoto,Kyoto Station,Nakamura Tokichi Kyoto Station,Tea / Dessert,Tea / Dessert,"Breakfast,Lunch,Cafe,Dessert",Yes,Yes,No,Yes,—,Tabelog popular,Some rice/tea items may work; verify,Many desserts contain dairy,¥¥,Queue,Matcha parfait / tea,Companion-friendly; not a dietary anchor.,Consider,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Nakamura+Tokichi+Kyoto+Station+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Nakamura+Tokichi+Kyoto+Station,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-059,Kyoto,Gion,Tsujiri Gion Honten,Tea / Dessert,Tea / Dessert,"Breakfast,Cafe,Dessert",Yes,No,No,Yes,—,Tabelog popular,Verify ingredients,Many desserts contain dairy,¥¥,Queue,Matcha dessert,Good traditional tea stop for group.,Consider,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Tsujiri+Gion+Honten+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Tsujiri+Gion+Honten,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-060,Kyoto,Arashiyama,% Arabica Kyoto Arashiyama,Coffee,Coffee,"Breakfast,Cafe",Yes,No,No,Yes,—,Tabelog popular,Coffee GF; pastries vary,Black coffee LF; plant milk varies,¥,Queue,Coffee,Scenic coffee stop.,Top pick,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=%25+Arabica+Kyoto+Arashiyama+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=%25+Arabica+Kyoto+Arashiyama,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-061,Kyoto,Kyoto Station,Kurasu Kyoto Stand,Coffee,Coffee,"Breakfast,Cafe",Yes,No,No,Yes,—,Tabelog highly rated,Coffee GF; food varies,Plant milk may be available,¥,No,Coffee,Convenient early coffee.,Top pick,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Kurasu+Kyoto+Stand+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Kurasu+Kyoto+Stand,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-062,Kyoto,Nakagyo,Weekenders Coffee Tominokoji,Coffee,Coffee,"Breakfast,Cafe",Yes,No,No,Yes,—,Tabelog highly rated,Coffee GF,Black coffee LF,¥,No,Coffee,Destination specialty coffee.,Top pick,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Weekenders+Coffee+Tominokoji+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Weekenders+Coffee+Tominokoji,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-063,Kyoto,Gion,Gion Duck Noodles,Ramen,Ramen,"Lunch,Dinner",No,Yes,Yes,No,—,Tabelog highly rated,Not GF,Verify broth,¥¥,Queue,Duck ramen,For companions; not GF.,Consider,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Gion+Duck+Noodles+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Gion+Duck+Noodles,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-064,Kyoto,Nishiki,Nishiki Market seafood / tamagoyaki stalls,Market,Market,"Breakfast,Lunch",Yes,Yes,No,No,—,Tabelog area research,Choose plain items; verify sauces,Often low dairy if plain,¥-¥¥,No,"Seafood, rice, pickles",Carry allergy card and avoid shared fryers.,Top pick,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Nishiki+Market+seafood+%2F+tamagoyaki+stalls+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Nishiki+Market+seafood+%2F+tamagoyaki+stalls,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-065,Kyoto,Kyoto Station,Katsukura Kyoto Porta,Tonkatsu,Tonkatsu,"Lunch,Dinner",No,Yes,Yes,No,—,Tabelog popular,Standard breading not GF,Usually low dairy,¥¥,Queue,Tonkatsu,Companion option; not GF.,Group option,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Katsukura+Kyoto+Porta+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Katsukura+Kyoto+Porta,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-066,Kyoto,Shijo,Katsukura Shijo Teramachi,Tonkatsu,Tonkatsu,"Lunch,Dinner",No,Yes,Yes,No,—,Tabelog popular,Standard breading not GF,Usually low dairy,¥¥,Queue,Tonkatsu,From the user's Japan Tips; not GF.,Group option,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Katsukura+Shijo+Teramachi+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Katsukura+Shijo+Teramachi,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-067,Kyoto,Pontocho,Pontocho Robin,Japanese / Izakaya,Japanese / Izakaya,Dinner,No,No,Yes,No,—,Tabelog popular,Confirm menu and sauces,Likely adaptable,¥¥¥,Recommended,Seasonal Japanese dishes,Atmospheric group dinner.,Consider,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Pontocho+Robin+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Pontocho+Robin,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-068,Kyoto,Gion,Tempura Endo Yasaka,Tempura,Tempura,"Lunch,Dinner",No,Yes,Yes,No,MICHELIN Guide selection,Tabelog popular,Not GF in standard form; ask if special menu possible,Usually low dairy,¥¥¥¥,Required,Tempura course,Standard tempura is unsuitable for GF.,Consider,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Tempura+Endo+Yasaka+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Tempura+Endo+Yasaka,https://guide.michelin.com/us/en/kyoto-region/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-069,Kyoto,Gion,Izuu,Saba sushi,Sushi / Breakfast,"Breakfast,Lunch,Dinner",Yes,Yes,Yes,No,MICHELIN Guide selection,Tabelog classic,Confirm vinegar/soy ingredients,Naturally low dairy,¥¥¥,Queue/Recommended,Mackerel sushi,Historic Kyoto specialty.,Consider,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Izuu+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Izuu,https://guide.michelin.com/us/en/kyoto-region/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-070,Kyoto,Arashiyama,Shoraian,Tofu cuisine,Tofu cuisine,Lunch,No,Yes,No,No,MICHELIN Guide selection,Tabelog highly rated,Confirm soy sauce and thickeners,Many dishes naturally LF; confirm,¥¥¥,Required,Tofu kaiseki,Scenic Arashiyama lunch.,Top pick,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Shoraian+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Shoraian,https://guide.michelin.com/us/en/kyoto-region/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-071,Kyoto,Nanzenji,Okutan Nanzenji,Tofu cuisine,Tofu cuisine,Lunch,No,Yes,No,No,MICHELIN Guide selection,Tabelog classic,Confirm soy sauce and wheat,Generally low dairy,¥¥¥,Recommended,Yudofu,Traditional lunch near temples.,Consider,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Okutan+Nanzenji+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Okutan+Nanzenji,https://guide.michelin.com/us/en/kyoto-region/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-072,Kyoto,Higashiyama,Omen Kodaiji,Udon,Udon,"Lunch,Dinner",No,Yes,Yes,No,—,Tabelog popular,Not GF,Usually dairy-free,¥¥,Queue,Udon,Good group option; not GF.,Group option,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Omen+Kodaiji+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Omen+Kodaiji,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-073,Kyoto,Demachiyanagi,Demachi Futaba,Wagashi,Wagashi,"Breakfast,Lunch,Dessert",Yes,Yes,No,Yes,—,Tabelog highly rated,Rice-based sweets; verify flour/dustings,Usually lactose-free,¥,Queue,Mame daifuku,Excellent simple sweet stop.,Top pick,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Demachi+Futaba+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Demachi+Futaba,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
KY-074,Kyoto,Gion,Gion Tanto,Okonomiyaki,Okonomiyaki,"Lunch,Dinner",No,Yes,Yes,No,—,Tabelog popular,Standard batter contains wheat,Cheese can be omitted,¥¥,Queue,Okonomiyaki,For companions unless GF accommodation confirmed.,Group option,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Gion+Tanto+Kyoto+Japan,https://tabelog.com/en/rstLst/?sk=Gion+Tanto,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-075,Osaka,Nishi-Azabu / Nakanoshima,HAJIME,Innovative,Innovative,"Lunch,Dinner",No,Yes,Yes,No,3★ / MICHELIN Guide,Tabelog highly rated,Confirm before booking,Confirm before booking,¥¥¥¥,Required,Tasting menu,Only reserve after written dietary acceptance.,Bucket list,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=HAJIME+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=HAJIME,https://guide.michelin.com/us/en/osaka-region/osaka/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-076,Osaka,Honmachi,La Cime,French / Japanese,French / Japanese,"Lunch,Dinner",No,Yes,Yes,No,2★ / MICHELIN Guide,Tabelog highly rated,Confirm before booking,Confirm before booking,¥¥¥¥,Required,Tasting menu,Dairy likely; detailed request essential.,Bucket list,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=La+Cime+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=La+Cime,https://guide.michelin.com/us/en/osaka-region/osaka/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-077,Osaka,Suita,Kashiwaya Osaka Senriyama,Kaiseki,Kaiseki,"Lunch,Dinner",No,Yes,Yes,No,3★ / MICHELIN Guide,Tabelog highly rated,Confirm before booking,Confirm before booking,¥¥¥¥,Required,Kaiseki,Destination meal outside central Osaka.,Bucket list,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Kashiwaya+Osaka+Senriyama+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=Kashiwaya+Osaka+Senriyama,https://guide.michelin.com/us/en/osaka-region/osaka/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-078,Osaka,Matsuyamachi,Taian,Kaiseki,Kaiseki,Dinner,No,No,Yes,No,3★ / MICHELIN Guide,Tabelog highly rated,Confirm before booking,Confirm before booking,¥¥¥¥,Required,Kaiseki,Very difficult reservation.,Bucket list,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Taian+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=Taian,https://guide.michelin.com/us/en/osaka-region/osaka/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-079,Osaka,Sakaisuji-Hommachi,Fujiya 1935,Innovative Spanish/Japanese,Innovative Spanish/Japanese,"Lunch,Dinner",No,Yes,Yes,No,2★ / MICHELIN Guide,Tabelog highly rated,Confirm before booking,Confirm before booking,¥¥¥¥,Required,Tasting menu,Strong special-meal candidate if accommodated.,Top pick,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Fujiya+1935+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=Fujiya+1935,https://guide.michelin.com/us/en/osaka-region/osaka/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-080,Osaka,Nishitenma,Nishitemma Nakamura,Japanese,Japanese,Dinner,No,No,Yes,No,MICHELIN Guide selection,Tabelog highly rated,Confirm before booking,Likely adaptable; confirm,¥¥¥¥,Required,Seasonal Japanese menu,Good Japanese fine-dining candidate.,Top pick,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Nishitemma+Nakamura+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=Nishitemma+Nakamura,https://guide.michelin.com/us/en/osaka-region/osaka/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-081,Osaka,Fukushima,ad hoc,French,French,"Lunch,Dinner",No,Yes,Yes,No,MICHELIN Guide selection,Tabelog highly rated,Confirm before booking,Confirm before booking,¥¥¥,Required,Tasting menu,French techniques mean dairy needs explicit handling.,Consider,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=ad+hoc+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=ad+hoc,https://guide.michelin.com/us/en/osaka-region/osaka/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-082,Osaka,Nishitenma,Oimatsu Kitagawa,Kaiseki,Kaiseki,Dinner,No,No,Yes,No,MICHELIN Guide selection,Tabelog highly rated,Confirm before booking,Confirm before booking,¥¥¥¥,Required,Kaiseki,Formal dinner option.,Consider,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Oimatsu+Kitagawa+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=Oimatsu+Kitagawa,https://guide.michelin.com/us/en/osaka-region/osaka/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-083,Osaka,Namba,Comeconoco Laboratory & Cafe,Gluten-free cafe,GF Specialist,"Breakfast,Lunch,Cafe,Dessert",Yes,Yes,No,Yes,—,Tabelog GF specialist,GF-focused; verify current hours/menu,Many dairy-free options; verify,¥¥,No/varies,Rice-flour bread / café food,Major practical dietary anchor.,Top pick,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Comeconoco+Laboratory+%26+Cafe+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=Comeconoco+Laboratory+%26+Cafe,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
